0,Y3Vyc29yOnYyOpHOBIVT4A==,freeCodeCamp/freeCodeCamp,MERGED,2016-06-30 16:04:23+00:00,2016-09-28 19:14:34+00:00,2016-09-28 19:14:34+00:00,2160,8,472,11,1
0,Y3Vyc29yOnYyOpHOBJT_BA==,freeCodeCamp/freeCodeCamp,CLOSED,2016-07-10 13:37:54+00:00,,2017-09-02 02:09:24+00:00,10032,17,770,7,13
0,Y3Vyc29yOnYyOpHOBKcocw==,freeCodeCamp/freeCodeCamp,MERGED,2016-07-19 22:59:37+00:00,2016-07-26 11:43:49+00:00,2016-07-26 11:43:49+00:00,144,1,2238,5,1
0,Y3Vyc29yOnYyOpHOBO4eCQ==,freeCodeCamp/freeCodeCamp,MERGED,2016-08-25 12:54:35+00:00,2016-10-11 19:35:36+00:00,2016-10-11 19:35:36+00:00,1128,1,2457,7,1
0,Y3Vyc29yOnYyOpHOBPWWZQ==,freeCodeCamp/freeCodeCamp,CLOSED,2016-08-30 03:38:10+00:00,,2016-09-28 18:31:56+00:00,696,1,2027,5,1
0,Y3Vyc29yOnYyOpHOBQYu9Q==,freeCodeCamp/freeCodeCamp,MERGED,2016-09-07 12:31:43+00:00,2016-09-26 20:01:03+00:00,2016-09-26 20:01:03+00:00,456,1,2026,4,1
0,Y3Vyc29yOnYyOpHOBRASaw==,freeCodeCamp/freeCodeCamp,MERGED,2016-09-12 20:32:19+00:00,2016-09-28 20:54:27+00:00,2016-09-28 20:54:27+00:00,384,1,0,4,4
0,Y3Vyc29yOnYyOpHOBRhvpA==,freeCodeCamp/freeCodeCamp,MERGED,2016-09-15 21:54:30+00:00,2016-10-01 04:11:29+00:00,2016-10-01 04:11:29+00:00,360,3,855,6,2
0,Y3Vyc29yOnYyOpHOBR3eSA==,freeCodeCamp/freeCodeCamp,MERGED,2016-09-19 18:20:37+00:00,2016-10-14 21:27:49+00:00,2016-10-14 21:27:49+00:00,600,1,1973,5,3
0,Y3Vyc29yOnYyOpHOBSCRXQ==,freeCodeCamp/freeCodeCamp,MERGED,2016-09-20 17:27:23+00:00,2016-10-10 04:44:44+00:00,2016-10-10 04:44:44+00:00,456,2,473,8,1
0,Y3Vyc29yOnYyOpHOBSCe5A==,freeCodeCamp/freeCodeCamp,MERGED,2016-09-20 17:49:14+00:00,2016-10-26 15:09:15+00:00,2016-10-26 15:09:15+00:00,840,3,2316,7,11
