0,Y3Vyc29yOnYyOpHOAZcEUQ==,kubernetes/kubernetes,MERGED,2014-12-30 05:44:01+00:00,2015-03-17 14:30:09+00:00,2015-03-17 14:30:09+00:00,8,2,372,8,1
0,Y3Vyc29yOnYyOpHOAeqFFQ==,kubernetes/kubernetes,MERGED,2015-03-27 21:30:24+00:00,2015-03-31 16:58:40+00:00,2015-03-31 16:58:40+00:00,19,23,22,8,1
0,Y3Vyc29yOnYyOpHOAfj5fw==,kubernetes/kubernetes,MERGED,2015-04-11 00:31:54+00:00,2015-04-29 21:29:38+00:00,2015-04-29 21:29:38+00:00,20,11,126,7,1
0,Y3Vyc29yOnYyOpHOAqHLXA==,kubernetes/kubernetes,MERGED,2015-09-03 21:08:15+00:00,2015-09-04 23:59:19+00:00,2015-09-04 23:59:19+00:00,2,74,0,8,1
0,Y3Vyc29yOnYyOpHOAuJnZg==,kubernetes/kubernetes,CLOSED,2015-10-21 21:43:02+00:00,,2017-07-13 09:12:06+00:00,11,1,497,18,1
0,Y3Vyc29yOnYyOpHOAw7RSA==,kubernetes/kubernetes,CLOSED,2015-11-20 00:32:58+00:00,,2016-09-16 22:02:41+00:00,21,1,792,22,1
0,Y3Vyc29yOnYyOpHOAx1iDw==,kubernetes/kubernetes,MERGED,2015-12-01 13:26:53+00:00,2016-10-27 23:46:59+00:00,2016-10-27 23:46:59+00:00,10,1,277,32,4
0,Y3Vyc29yOnYyOpHOA0OvxQ==,kubernetes/kubernetes,MERGED,2015-12-29 23:40:48+00:00,2016-01-02 10:36:18+00:00,2016-01-02 10:36:18+00:00,10,5,277,10,1
0,Y3Vyc29yOnYyOpHOA0szpw==,kubernetes/kubernetes,MERGED,2016-01-06 20:26:48+00:00,2016-10-28 01:46:48+00:00,2016-10-28 01:46:48+00:00,5,17,413,17,42
0,Y3Vyc29yOnYyOpHOA1YkzQ==,kubernetes/kubernetes,CLOSED,2016-01-14 00:27:47+00:00,,2016-02-24 23:31:45+00:00,23,16,366,11,1
0,Y3Vyc29yOnYyOpHOA2LiOA==,kubernetes/kubernetes,MERGED,2016-01-21 21:30:54+00:00,2016-05-12 13:28:49+00:00,2016-05-12 13:28:49+00:00,15,17,1116,9,1
0,Y3Vyc29yOnYyOpHOA3OPwQ==,kubernetes/kubernetes,MERGED,2016-02-01 21:46:04+00:00,2016-05-04 00:41:20+00:00,2016-05-04 00:41:20+00:00,2,1,146,18,2
0,Y3Vyc29yOnYyOpHOA3OvXA==,kubernetes/kubernetes,MERGED,2016-02-01 22:48:54+00:00,2016-02-28 03:46:42+00:00,2016-02-28 03:46:42+00:00,4,41,859,14,1
0,Y3Vyc29yOnYyOpHOA3rQJw==,kubernetes/kubernetes,MERGED,2016-02-05 02:20:54+00:00,2016-02-11 21:06:30+00:00,2016-02-11 21:06:30+00:00,18,18,309,9,1
0,Y3Vyc29yOnYyOpHOBAGmZw==,kubernetes/kubernetes,MERGED,2016-04-20 16:21:36+00:00,2016-09-23 23:06:48+00:00,2016-09-23 23:06:48+00:00,6,3,436,9,13
0,Y3Vyc29yOnYyOpHOBBAS7A==,kubernetes/kubernetes,MERGED,2016-04-28 04:27:25+00:00,2016-04-28 21:52:45+00:00,2016-04-28 21:52:45+00:00,17,1,56,8,1
0,Y3Vyc29yOnYyOpHOBBNrKQ==,kubernetes/kubernetes,MERGED,2016-04-29 14:37:13+00:00,2016-10-15 01:37:33+00:00,2016-10-15 01:37:34+00:00,11,5,405,14,8
0,Y3Vyc29yOnYyOpHOBCmLtQ==,kubernetes/kubernetes,MERGED,2016-05-12 12:58:19+00:00,2016-11-03 17:22:36+00:00,2016-11-03 17:22:36+00:00,4,2,1160,11,4
0,Y3Vyc29yOnYyOpHOBC3MTA==,kubernetes/kubernetes,CLOSED,2016-05-15 02:44:46+00:00,,2017-01-06 14:07:07+00:00,11,15,1396,18,1
